id,customer_id,product_id,amount,date
7058,04-7881056,370436898-9,85321.9783,1998-02-09 16:56:22
7059,14-0402813,181268129-1,47476.8418,2005-12-25 00:23:50
7060,18-4382721,614296582-6,124621.2801,2002-08-13 17:02:08
7061,61-4548294,833480731-7,35537.7716,2012-03-06 10:57:39
7062,55-8814320,689691736-9,19957.6934,2011-06-08 20:03:49
7063,92-5552422,733447061-3,209239.2222,1998-06-02 12:21:57
7064,98-3817574,653785036-3,80643.5789,2000-06-14 08:56:05
7065,11-1757439,953591314-X,174673.4274,2004-04-23 04:39:45
7066,80-8158900,339971322-3,21299.2992,2007-11-22 08:44:42
7067,16-3873498,465009330-9,19755.0395,2002-04-06 22:11:33
7068,10-1887891,584044227-5,52802.9886,2016-06-05 06:59:27
7069,68-5739969,452500679-X,63613.7319,2011-12-19 02:45:04
7070,57-7081328,163430072-6,178935.5711,2009-08-05 00:53:52
7071,38-3369798,589006923-3,144703.3174,2004-12-08 07:57:59
7072,58-8881000,609359366-5,130496.9741,2008-01-11 03:47:08
7073,95-4619473,538031631-X,30617.2387,2010-08-23 17:44:53
7074,36-2985970,544893036-0,32530.6649,1998-04-19 01:37:03
7075,31-0530147,319306020-8,84496.5737,1997-09-17 23:13:25
7076,61-4183580,720789818-5,26546.2646,2010-02-02 20:42:46
7077,72-8388902,019731859-2,11055.3518,2006-04-10 00:53:03
7078,46-4487217,747455483-6,17133.2442,2015-02-12 01:11:18
7079,75-4859180,628882984-6,83540.3134,2008-09-14 02:48:11
7080,79-6862792,189009146-4,52961.2478,2004-11-26 10:12:22
7081,34-9059042,925596027-X,10897.4083,2009-08-03 09:39:15
7082,88-1408641,314066271-8,7300.1666,2011-11-08 08:17:46
7083,84-1417917,214826375-7,269469.1429,2010-12-03 06:01:53
7084,79-8868106,398058155-1,16757.0221,2009-02-01 09:25:59
7085,55-8814320,750523982-1,110702.0361,2007-02-21 06:04:10
7086,04-3733096,458719076-4,166411.2239,2010-06-27 11:40:11
7087,46-8120530,432160674-8,18676.8668,1998-05-28 02:54:48
7088,29-7186906,522700905-8,170676.4712,2011-03-07 16:11:36
7089,43-2204281,715955745-X,26284.0335,2001-01-03 09:19:51
7090,56-0209997,196139298-4,85002.7061,2006-11-18 10:50:50
7091,01-6715076,684979735-2,166748.6458,2004-11-17 10:57:49
7092,85-8987677,389602528-7,52136.6426,2011-08-25 01:48:27
7093,15-5687770,246653871-7,80551.7064,2006-09-05 05:12:51
7094,94-1871455,425278192-2,248247.8821,2008-03-09 07:30:54
7095,74-4460608,695190167-8,36531.4878,1998-11-19 05:29:09
7096,52-9950435,613417310-X,232602.7317,2005-08-04 14:14:39
7097,89-6684655,821018312-5,97034.2809,1999-05-21 16:54:33
7098,15-1487893,733447061-3,107428.1578,2011-07-26 16:43:39
7099,44-7219488,990044412-4,5014.617,2001-03-30 15:44:42
7100,20-7339676,441427595-4,105465.4898,2002-07-13 11:59:58
7101,93-8514497,883115346-3,21008.8895,2004-11-24 23:12:57
7102,16-1441794,801553310-4,60042.9955,2013-02-12 14:52:56
7103,26-2806034,016012243-0,67182.5656,2003-12-05 03:18:05
7104,91-2709891,702900560-0,36172.3017,2002-10-26 19:39:31
7105,29-7186906,556105409-0,17383.1194,2012-05-04 01:04:26
7106,87-2234438,104745611-7,77573.7227,2010-03-03 00:24:55
7107,31-9530400,390397091-3,5609.111,2012-09-06 17:14:58
7108,44-5833427,578740959-0,67282.499,2007-04-09 02:27:34
7109,74-1749388,695190167-8,89757.2389,2004-07-12 06:44:50
7110,04-6516321,985696981-6,116351.9487,2008-02-07 11:25:33
7111,94-4845067,741343654-X,172269.2053,1999-09-08 06:58:44
7112,31-6712113,879915235-5,91208.1249,2005-04-11 16:15:46
7113,15-0703985,015006574-4,121166.8591,2011-07-07 18:52:28
7114,36-1697173,770399426-X,43303.892,2000-02-17 04:08:34
7115,37-4942736,103829342-1,11085.6515,2011-06-28 20:35:54
7116,11-2485590,584044227-5,38721.4513,2004-09-01 00:27:33
7117,58-6528039,552905214-2,61971.475,2003-09-02 12:45:37
7118,95-1271190,507498650-8,82824.0015,1998-11-06 01:56:14
7119,80-3949926,113237600-9,42107.5818,2014-01-21 02:02:33
7120,46-6150102,104745611-7,97247.3308,2004-09-08 14:22:44
7121,49-6628521,743399334-7,63466.5733,2012-12-19 08:55:28
7122,38-4573314,104745611-7,17064.7628,2011-11-15 01:19:56
7123,32-5761832,419801338-1,159073.2107,2006-11-22 06:28:31
7124,36-1073540,492014152-1,30015.7521,2004-06-07 19:54:36
7125,39-7262318,722983475-9,208098.8387,2002-01-31 03:57:15
7126,76-9208368,723135448-3,33013.6087,2011-06-21 12:27:39
7127,28-9793973,723135448-3,6025.4024,2003-09-21 18:25:42
7128,54-1143178,048325211-5,72710.7584,2015-01-22 02:19:24
7129,45-7655423,085950575-8,52440.3427,1999-10-21 22:00:50
7130,82-3235423,218784345-9,250567.0043,2010-10-14 20:16:41
7131,62-3069820,516076536-0,112025.0041,1998-01-28 21:01:18
7132,79-5945617,158914988-2,169691.9438,2011-02-14 22:22:50
7133,80-1395641,424442194-7,14211.8238,2014-06-30 05:25:48
7134,54-1523366,551312780-6,4515.227,2005-01-26 21:38:18
7135,20-8664413,388665035-9,142363.3833,1999-11-07 19:51:36
7136,63-4127051,034993702-8,11032.5373,2000-09-29 23:17:32
7137,73-2660916,028345325-7,57680.2611,2008-03-29 19:14:40
7138,54-2748456,610350791-X,107441.1556,1998-04-06 12:19:40
7139,67-2003355,204603049-4,82769.3676,2003-01-08 18:40:21
7140,79-8868106,085157877-2,8053.4017,2007-07-09 06:14:19
7141,45-5811584,262558693-1,15727.0334,2004-05-25 07:01:48
7142,51-0013412,406679614-1,227896.838,2012-08-03 04:31:49
7143,53-3817280,883416969-7,55955.2664,2016-04-11 09:09:24
7144,55-8814320,008133160-6,50546.2481,2006-03-08 08:39:31
7145,22-5666429,351896329-5,40851.7208,2006-06-15 02:19:02
7146,93-8514497,424174250-5,100786.0623,2004-08-02 11:29:14
7147,82-2742600,631545886-6,38288.0778,2005-01-27 19:26:56
7148,92-3613187,521650050-2,40719.6811,2008-09-13 15:26:53
7149,80-0335665,236873074-5,90694.075,1999-03-01 00:11:21
7150,53-3817280,879915235-5,135284.5669,2012-08-20 14:46:55
7151,51-0497311,956787568-5,23276.5555,1998-09-02 02:59:19
7152,95-1933390,746274055-9,177192.9445,1999-08-07 13:51:28
7153,58-8827718,692479023-2,58805.3808,2011-06-22 17:56:14
7154,70-3494763,347469582-7,3060.6949,2008-03-05 16:56:12
7155,67-6672738,350599401-4,31432.2161,2001-09-16 02:50:02
7156,29-7186906,956787568-5,25577.6014,2013-05-10 01:35:59
7157,17-7870513,366901432-2,157803.1595,2004-03-05 02:18:44
7158,04-7881056,331541885-3,49939.5898,2010-05-31 00:39:49
7159,27-7756031,914830013-6,51496.4821,2002-06-10 15:11:49
7160,82-7934631,388122639-7,107311.9783,2008-04-14 23:56:07
7161,84-6941299,893001083-0,131722.6119,1998-03-12 07:11:09
7162,52-9950435,824159621-9,21540.6113,2008-11-10 00:36:54
7163,51-7098657,407463052-4,48534.8728,1999-07-12 09:11:04
7164,65-0678672,081610385-2,54802.4752,1997-11-26 14:05:38
7165,57-4434284,360608995-3,34871.2722,2001-07-13 00:24:34
7166,52-2658689,908928065-0,142555.0863,2015-11-24 04:12:21
7167,67-7111397,820345517-4,120635.656,2006-10-27 08:40:40
7168,72-8957723,929010839-8,79464.0465,2007-01-01 01:06:08
7169,42-5744932,350599401-4,16041.3594,2005-12-11 05:15:22
7170,33-7065830,061961679-2,147445.8565,2000-03-26 19:14:59
7171,83-4733242,233641453-8,113875.169,2004-08-23 07:41:10
7172,49-3500756,080061715-0,28442.8652,2010-08-06 00:05:56
7173,29-8850890,271821665-4,67497.6751,1999-03-22 12:13:06
7174,76-0456827,137926650-5,46006.3839,2006-08-24 08:53:02
7175,77-6131828,523087258-6,69439.2224,2003-04-05 02:33:07
7176,56-4780795,757394184-6,50792.46,2000-07-27 05:07:05
7177,64-0667910,510265096-3,179233.5429,2012-02-03 06:52:40
7178,69-4227425,369085873-9,112950.8935,2010-04-11 21:39:11
7179,98-6648384,353589805-6,89344.0875,1999-07-22 20:56:33
7180,95-4670583,928439727-8,47261.7273,2004-12-29 01:10:26
7181,86-0153853,350895711-X,2211.4264,2005-09-23 13:52:38
7182,36-2297496,361443312-9,78170.4172,2002-09-16 02:00:55
7183,76-3626876,965968187-9,12740.1114,2015-10-12 09:22:44
7184,14-3850109,441427595-4,74241.6765,2004-11-11 03:57:01
7185,57-3108930,488091887-3,112883.8561,2005-05-05 01:55:02
7186,28-8787691,610904007-X,105007.9742,2012-04-28 15:28:05
7187,66-7453217,362067374-8,204625.1253,2001-11-07 04:42:04
7188,48-9814675,039953116-5,164343.5208,1998-06-11 03:24:02
7189,86-3305410,942717220-7,139158.2044,2004-01-30 09:24:59
7190,43-2204281,981907907-1,47565.3421,2002-12-06 18:14:41
7191,66-1156034,465052532-2,173890.2472,1998-09-06 17:10:29
7192,62-3069820,282931504-9,38671.9486,2008-03-05 18:29:01
7193,56-1626446,010672562-9,25054.1725,1999-09-19 14:50:19
7194,28-3022433,074544631-0,7825.4584,2014-08-24 21:35:27
7195,61-4011460,398058155-1,33051.7322,1998-10-12 16:41:49
7196,79-8868106,367288894-X,45961.4034,2002-08-05 05:18:44
7197,81-2957898,107705150-6,175901.6824,2009-12-08 06:40:56
7198,49-3500756,414722207-2,5320.2366,2000-07-17 06:10:43
7199,40-0059149,631545886-6,63197.6626,1998-01-12 13:25:13
7200,25-7005029,980214917-9,92969.8844,1998-04-12 23:12:53
7201,31-5471814,271321417-3,40974.1461,1998-09-07 07:09:19
7202,72-8018550,294216561-8,13486.0125,2011-04-14 16:00:05
7203,29-6589955,591358543-7,8328.6927,1997-09-18 22:45:36
7204,40-7984753,118725038-4,91807.3761,1999-07-11 06:17:54
7205,58-6922427,748986158-6,177160.8557,2004-04-11 05:43:42
7206,11-2485590,888606755-0,28445.6132,2000-04-03 07:28:18
7207,08-1676398,821088754-8,33349.3079,2010-01-10 09:48:51
7208,15-3349107,008133160-6,18614.7564,2014-06-23 01:52:00
7209,31-2207662,461255258-X,38638.0877,2012-07-20 12:37:22
7210,42-8632922,377024425-7,79393.5162,2002-03-08 09:28:05
7211,21-9239556,776307423-X,15016.77,2005-05-25 05:42:52
7212,27-6482995,896410685-7,5963.2854,1999-05-17 04:31:11
7213,16-3873498,801322947-5,80064.9072,1997-10-23 17:35:13
7214,40-8449198,903268301-2,98599.874,2000-04-14 23:49:34
7215,57-1732443,972873892-7,186225.1311,1999-01-29 00:35:37
7216,93-3719237,728019655-1,60694.2469,2013-06-23 23:23:20
7217,86-3645396,089991830-1,230963.3097,2002-08-12 06:23:08
7218,51-8928759,215667691-7,44931.7675,1998-05-01 22:06:16
7219,31-5471814,587783330-8,219389.9437,2010-08-14 10:09:18
7220,64-8435404,298622433-4,57999.9565,2008-07-23 19:39:50
7221,40-5226748,893001083-0,63089.4767,2005-01-18 22:04:19
7222,37-1308870,051838512-4,147017.4166,2007-11-11 06:52:58
7223,35-6879447,048063373-8,42932.5837,2003-10-27 14:41:02
7224,60-1475097,314332481-3,111535.8203,2008-07-25 14:28:03
7225,27-2152824,032302535-8,57534.206,2001-02-18 06:00:05
7226,74-1402740,069773959-7,53051.3269,2008-04-23 03:43:40
7227,38-0986499,278037910-3,65778.664,2013-06-30 11:11:34
7228,09-8510620,689546400-X,25725.3156,2005-05-29 11:26:02
7229,37-6236404,397188256-0,74671.9162,2012-09-03 12:28:27
7230,47-5916286,741200349-6,60998.3367,2005-10-31 15:22:50
7231,21-0495757,471371335-X,95409.931,2005-08-10 05:37:24
7232,83-7026397,369085873-9,73864.6991,2002-02-15 17:06:44
7233,79-5590125,569845441-8,121820.9138,2001-01-25 16:53:13
7234,58-8881000,859935712-3,38302.4655,2009-05-28 00:42:29
7235,67-7287442,680002717-0,161402.4191,2001-05-09 20:53:00
7236,99-0939065,097255076-3,158064.5905,2002-05-21 10:20:06
7237,20-8664413,631545886-6,152160.6758,2002-11-16 03:30:06
7238,82-1021725,784929787-3,99897.9145,1999-04-28 14:20:51
7239,41-5999057,653256596-2,14630.5532,2008-03-20 17:55:25
7240,62-5351258,980214917-9,14892.5563,2005-04-06 06:45:06
7241,34-3882729,896034611-X,13728.3068,2008-10-12 02:39:53
7242,81-4297552,626142064-5,2388.9568,1999-08-21 02:30:25
7243,32-2821354,957594946-3,6288.2482,2001-05-28 12:19:40
7244,40-8042351,707814920-3,97276.2449,2014-07-23 12:41:51
7245,18-6800147,097492473-3,94768.5162,2001-06-24 05:27:35
7246,48-9814675,684973888-7,1641.2786,2000-04-16 04:55:18
7247,81-6528972,120848157-6,23736.7742,2007-10-31 12:30:00
7248,09-5456264,994147859-7,163379.1108,1999-03-02 22:03:43
7249,40-6645876,289554995-8,191307.5531,2010-11-01 15:31:50
7250,25-6899503,747455483-6,58047.7327,2009-08-31 23:58:34
7251,14-0693029,409366674-1,81421.5232,1998-05-27 21:23:09
7252,49-1533443,561049497-4,193681.4936,2004-06-03 16:51:15
7253,63-8202734,821018312-5,96645.5709,2015-02-09 02:33:32
7254,88-1120666,036960416-4,13835.3452,1999-06-12 23:55:49
7255,68-2557706,748986158-6,74288.6925,2014-03-03 22:50:18
7256,16-9104488,343890511-6,203369.5008,2013-09-14 03:41:28
7257,94-8404634,141497047-1,13170.9376,2012-12-14 22:28:13
7258,11-4303944,467911299-9,3782.3428,2002-06-19 05:01:14
7259,51-7243434,609139107-0,20078.0767,2005-10-22 03:30:15
7260,86-6103660,893001083-0,122050.079,1999-05-27 10:27:35
7261,30-9536208,465052532-2,92716.8125,2001-11-20 16:25:50
7262,79-6862792,323898011-4,69640.4588,2010-04-17 18:16:43
7263,67-4418722,088762508-8,125726.2488,2001-03-06 08:05:43
7264,63-8202734,849649880-8,47172.4573,2009-05-23 08:03:29
7265,46-4081103,456258239-1,71775.3079,2003-02-08 20:22:03
7266,72-6389235,540122225-4,100600.8992,2009-03-07 08:05:22
7267,30-3836794,720789818-5,39656.6676,2003-05-15 08:44:33
7268,42-0091044,018718801-7,199658.332,2001-07-06 15:53:38
7269,81-7134659,903268301-2,222145.8451,2000-12-10 13:34:17
7270,90-4053916,748315169-2,130737.4692,2002-03-27 19:06:20
7271,70-1861376,561665863-4,108740.9893,1999-10-03 04:28:16
7272,52-2689223,144254509-7,113292.7338,1999-11-12 09:38:58
7273,41-3491963,353589805-6,61706.3417,2011-02-06 07:24:00
7274,20-7926558,419834140-0,59842.0177,1999-07-18 17:54:43
7275,90-4053916,362067374-8,238523.6855,1999-10-20 11:00:18
7276,28-5068076,372533620-2,6083.5481,2001-09-19 22:17:52
7277,28-9793973,083617226-4,40081.4908,2006-01-08 07:51:35
7278,33-4298774,831578051-4,6434.5148,2002-01-14 21:51:23
7279,41-5999057,298101240-1,137661.9336,2006-03-30 13:44:59
7280,73-1774992,915487483-1,18853.1355,2015-12-28 20:10:23
7281,36-8039912,029969811-4,5460.4693,1997-12-19 05:51:31
7282,12-6606048,655451224-1,147444.1181,2003-04-07 15:23:11
7283,75-5585645,034043697-2,143620.5469,2009-10-24 01:56:18
7284,17-4593328,995918029-8,53711.4668,2002-08-08 13:24:17
7285,10-2396025,879078554-1,57715.0349,2014-04-08 11:57:29
7286,30-0996761,542238742-2,67928.0166,2009-09-12 20:03:48
7287,14-3656948,673272231-X,93961.151,2013-10-01 19:10:28
7288,67-8795354,566953596-0,51297.5156,2003-07-05 15:44:04
7289,55-8814320,547026068-2,39147.8719,2005-02-03 02:17:50
7290,63-7636003,028345325-7,64343.4614,2015-09-10 13:08:33
7291,21-4994074,538532405-1,100202.6292,2014-07-15 11:09:51
7292,19-4066663,896694078-1,32144.0504,2013-10-15 06:00:57
7293,09-3929791,757394184-6,9939.7177,2013-07-07 17:36:49
7294,02-7649827,549522043-9,38305.5598,2015-06-02 19:01:11
7295,65-6393607,399740748-7,18399.2688,1999-08-07 11:20:46
7296,44-8456622,555421879-2,43737.4656,2006-02-27 19:49:04
7297,39-9227214,540133762-0,75441.9485,2004-03-07 01:31:50
7298,82-3228804,091101633-3,112092.3181,2013-07-02 15:51:39
7299,17-8848231,692479023-2,33305.5709,2016-04-10 17:44:59
7300,29-3973221,298622433-4,53155.4772,2008-02-23 14:15:44
7301,90-8370848,583694639-6,41404.5909,2004-04-28 13:38:57
7302,38-2233333,668671648-0,63587.1774,2003-01-06 03:48:50
7303,98-0843718,820345517-4,111882.6331,1997-12-08 00:04:20
7304,99-3102630,499259038-1,31847.1378,1998-05-04 00:53:26
7305,92-8880978,363759490-0,6853.4533,2003-01-31 08:22:37
7306,15-0703985,345869173-1,79221.6842,2005-04-18 05:24:50
7307,77-1069852,183230393-4,97752.8203,2014-11-08 07:21:21
7308,08-4902958,929010839-8,23908.0234,2002-06-29 11:20:33
7309,10-6267588,755698357-9,11558.9741,2016-08-20 08:12:28
7310,85-2609676,347795413-0,88273.1575,2008-07-05 09:29:24
7311,01-6715076,447980326-2,135024.1268,1998-02-21 14:23:14
7312,18-4382721,119890331-7,52963.991,2000-05-16 17:49:43
7313,07-7332193,540122225-4,10232.584,2007-01-19 08:45:31
7314,31-5471814,619543937-1,29384.7612,2011-08-28 09:50:15
7315,46-4328554,324336770-0,11854.8956,2008-07-24 13:07:17
7316,00-9039325,917166478-5,131633.8349,2011-01-24 07:45:17
7317,00-7709434,657336511-9,31783.8419,2001-06-27 14:18:10
7318,87-7248248,301661387-5,236529.3019,2004-05-12 19:19:41
7319,15-3349107,755732653-9,28209.621,2003-01-21 04:18:20
7320,86-6578126,086773220-2,128009.8174,2009-01-19 21:49:46
7321,96-2892761,170115374-2,39435.4514,2009-11-10 07:24:11
7322,47-4216543,365601923-1,179876.5427,2002-11-07 18:08:18
7323,82-7934631,380919817-X,85066.5945,2004-07-26 07:57:51
7324,72-3843141,204603049-4,67546.9278,2008-10-11 02:22:58
7325,56-1561825,980019090-2,6287.7436,2008-08-08 05:22:50
7326,45-3728388,103829342-1,7470.5027,1999-10-17 02:24:29
7327,45-5811584,170115374-2,34631.1484,2015-08-13 05:24:35
7328,15-6395200,849666818-5,96818.0484,2012-07-25 11:23:43
7329,66-6752052,746274055-9,118911.6598,2001-04-11 17:29:59
7330,02-4530029,573701420-7,30121.3154,2010-01-03 05:42:09
7331,01-3207603,135600908-5,599.72,2010-11-16 22:50:55
7332,49-6628521,789456380-3,153126.6811,2005-04-15 15:58:29
7333,50-3913789,204401898-5,239866.804,2003-02-22 12:18:18
7334,56-0209997,366901432-2,226068.9632,2012-09-01 18:02:00
7335,37-3910963,019731859-2,10417.0425,2014-01-02 17:24:26
7336,10-1887891,845409921-2,37901.8911,2009-07-26 04:47:35
7337,60-0737360,750523982-1,119151.5286,1999-07-09 03:07:31
7338,27-6482995,543072661-3,56373.5323,2005-01-15 19:44:06
7339,16-7703451,595683736-5,1517.4008,2006-05-05 22:33:09
7340,37-4910174,182985636-7,19967.7497,2010-01-12 22:22:04
7341,96-8977883,011805137-7,264406.5192,2009-11-04 14:38:40
7342,58-8827718,390400800-5,151813.2474,2005-12-09 15:00:30
7343,77-5325590,887121135-9,56387.7114,2008-07-18 17:23:20
7344,98-5317129,836333969-5,27974.9737,1999-08-13 12:28:25
7345,52-2689223,599264731-7,25413.1264,2000-08-02 01:44:09
7346,77-8753911,908928065-0,65508.9182,2002-03-15 02:03:58
7347,31-3743602,606874813-8,38166.4832,2010-07-17 19:34:30
7348,85-0050617,183440616-1,37720.098,2004-05-01 04:35:04
7349,46-6816683,104745611-7,31218.343,1999-01-17 05:31:58
7350,61-1300312,479067757-5,92369.7051,1998-08-27 07:44:31
7351,21-1533001,533727624-7,1427.2107,2008-09-19 23:57:06
7352,51-0005141,419834140-0,264290.6701,2005-03-02 19:05:48
7353,83-1081631,626142064-5,20114.9845,2007-08-18 06:03:00
7354,16-2027124,362067374-8,243463.6685,1999-08-22 07:01:58
7355,22-5666429,365601923-1,81380.6603,2011-06-22 08:17:04
7356,57-7473268,385511880-9,87100.1344,2001-12-18 15:21:30
7357,50-9673266,856164683-7,143462.8575,2002-12-07 16:52:10
7358,98-1285011,353589805-6,42897.9379,2012-01-21 16:00:59
7359,83-8234564,376216055-4,182352.2277,1999-10-24 21:31:12
7360,53-3722176,282793932-0,19334.9632,2011-09-25 01:51:14
7361,83-1291808,424975720-X,16566.7492,2008-02-03 10:18:15
7362,56-3298440,538532405-1,106867.9698,2001-12-16 02:40:10
7363,00-7287876,388665035-9,140182.0169,2005-06-30 03:59:34
7364,82-4611048,722983475-9,37252.9256,2005-02-18 14:03:46
7365,82-8824692,804551509-0,29942.8547,2011-01-05 18:29:23
7366,46-4833646,406408406-3,34506.0384,2009-06-20 10:06:38
7367,62-3851833,458553246-3,27032.6368,2009-04-06 01:24:42
7368,07-3328927,036960416-4,3017.6227,2007-09-21 12:58:09
7369,08-3224567,992253866-0,213051.8495,2006-05-05 23:14:04
7370,59-6237496,296343615-7,112879.0696,2005-10-26 18:44:43
7371,53-2608828,956787568-5,39266.9108,2004-01-12 10:14:38
7372,81-7134659,627101419-4,59844.6125,2013-07-06 05:31:54
7373,27-7756031,793542388-1,2703.2778,2005-11-29 07:52:38
7374,11-2485590,350895711-X,2261.0625,2006-09-09 17:18:02
7375,06-6083124,818594136-X,14109.171,2002-08-27 13:49:59
7376,73-8481776,907450593-7,6211.6675,2002-11-29 21:02:22
7377,68-2601329,630934530-3,95687.4614,2005-12-04 13:43:06
7378,74-5294530,200443529-1,90844.8385,2014-04-16 00:57:42
7379,50-3913789,423389191-2,120319.2284,1999-04-09 09:30:26
7380,48-3041168,680002717-0,53978.5581,2005-03-03 07:33:02
7381,13-7186486,507498650-8,84430.165,2007-09-15 15:11:17
7382,73-9329519,315478181-1,60461.3729,1999-07-11 13:03:28
7383,03-4972564,133832842-5,147303.9574,2009-10-29 23:21:47
7384,04-3733096,431050521-X,18656.1356,2011-06-07 17:10:27
7385,36-7528065,091101633-3,79936.2202,2002-11-07 20:57:04
7386,38-0986499,608784488-0,40647.0992,2015-05-23 17:04:31
7387,63-7429130,436228036-7,28533.7561,2010-10-27 06:16:24
7388,21-9239556,059128474-X,142867.8856,2006-06-26 18:58:20
7389,99-1747659,879915235-5,187334.0333,2002-05-20 22:22:04
7390,20-6721600,095390210-2,12289.2458,2016-07-16 15:09:13
7391,29-6457582,539471724-9,41423.2741,2015-07-02 11:17:22
7392,32-3116581,903678849-8,145280.0149,2002-07-30 20:06:57
7393,92-8880978,906628401-3,27132.5724,2014-06-17 15:42:56
7394,16-9336537,385511880-9,29587.6119,2014-01-08 21:34:47
7395,87-5273386,049415985-5,26458.574,2013-07-23 20:55:18
7396,31-7986396,746274055-9,248192.5887,1998-01-04 17:20:53
7397,24-5621273,233641453-8,23120.353,2007-04-10 21:44:20
7398,51-4070622,357530990-6,52692.1326,2016-03-10 16:56:34
7399,87-1650183,571287911-5,108203.6929,2002-08-05 02:07:44
7400,72-0202026,729036774-X,91683.7655,2003-07-09 14:56:53
7401,50-0708054,212084746-0,32507.3034,2008-01-11 23:43:14
7402,89-9226040,076845483-2,5413.3157,2011-12-19 10:48:44
7403,42-5886836,879915235-5,41091.4654,2009-06-25 01:07:10
7404,22-6261000,792839934-2,133926.1603,2012-10-10 09:45:34
7405,24-3197905,076845483-2,10969.9459,2000-07-13 14:02:27
7406,56-2515834,191930944-6,34383.4405,2011-04-12 22:36:16
7407,00-1581378,885441555-3,87080.9717,2015-03-04 20:03:30
7408,14-4923596,365391246-6,50459.8328,2008-03-21 06:54:50
7409,02-2044914,043251089-3,106065.8072,2011-04-14 12:45:26
7410,45-7655423,828279110-5,54729.7675,2001-10-18 10:58:35
7411,73-1974172,886792991-7,25848.9287,2007-10-26 01:12:20
7412,74-4460608,817799422-0,60177.3057,2004-01-25 23:13:38
7413,58-6922427,623254055-7,11665.7461,2008-02-06 21:01:10
7414,38-3369798,512611764-5,75445.8097,2013-10-20 02:47:47
7415,01-2225038,523087258-6,20223.3022,2007-03-30 14:08:30
7416,22-0766477,449509747-4,19868.0385,2009-06-15 02:23:16
7417,36-2297496,407425187-6,238983.1193,2008-06-03 16:20:00
7418,25-1544606,817799422-0,42543.9762,2010-05-25 06:06:28
7419,90-5056655,576978040-1,25124.4651,1999-10-19 08:32:17
7420,69-2036614,789456380-3,165576.2745,2004-10-03 15:31:08
7421,30-0996761,385511880-9,84582.0671,2005-02-10 15:55:16
7422,67-1814059,179780542-8,37318.1365,2013-09-20 22:19:55
7423,88-3804824,011805137-7,211998.0217,2002-10-07 21:00:53
7424,99-5661600,582544731-8,95818.2809,2010-08-22 04:57:17
7425,27-6372269,029969811-4,13459.203,2012-01-22 13:34:38
7426,27-7756031,466763680-7,31663.8395,2007-11-20 16:04:57
7427,56-3298440,059128474-X,173313.8645,1999-06-24 04:12:50
7428,63-8202734,896410685-7,3066.6304,2014-05-27 17:52:09
7429,00-9039325,503754960-4,150215.6189,1999-05-23 18:00:03
7430,66-2928082,748986158-6,107405.6694,2010-10-05 06:40:47
7431,66-3286964,308279721-0,35001.0594,2007-07-12 13:05:48
7432,97-1391035,010672562-9,47276.1851,2010-01-14 14:02:07
7433,43-1982008,571287911-5,59647.2232,2005-02-12 08:09:41
7434,66-6752052,613417310-X,30157.3935,2013-10-11 11:49:00
7435,21-5427309,304841755-9,33347.2975,2015-07-26 19:43:42
7436,51-7687710,821018312-5,105445.0505,1998-10-10 23:12:14
7437,82-9591574,537774435-7,40427.3978,1999-01-28 11:40:11
7438,73-4597320,321122719-9,204831.9613,2002-09-25 10:51:04
7439,65-6393607,561912680-3,50297.5701,2004-07-28 19:41:17
7440,96-2892761,825230953-4,39582.7826,2001-09-05 22:04:07
7441,97-1391035,631545886-6,128767.959,1998-11-10 19:16:16
7442,63-9153982,601380976-3,36426.3448,2006-10-29 03:18:43
7443,45-7655423,235037630-3,47065.901,2015-05-18 19:06:20
7444,98-3817574,369085873-9,105021.1957,2010-04-11 02:38:19
7445,35-3602080,684973888-7,5829.9292,2011-07-20 06:35:23
7446,99-6114301,514938336-8,102386.3088,2007-04-16 04:03:22
7447,13-7186486,974995039-9,84645.5685,2000-01-24 14:01:04
7448,98-6272563,668671648-0,47050.3634,2009-03-23 20:20:53
7449,28-3257454,459056757-1,19958.7025,1998-12-25 07:52:33
7450,80-7649156,085950575-8,23624.8642,2008-07-06 00:35:06
7451,15-3349107,047219001-6,235395.8384,2007-07-28 17:27:19
7452,00-5561749,849484628-0,2859.6459,2013-03-30 22:08:50
7453,92-8880978,694043598-0,69641.1355,1997-09-29 02:34:14
7454,51-7243434,011126536-3,11585.1238,2011-01-26 07:53:57
7455,59-3482414,348885499-X,87020.4846,1999-04-25 16:10:58
7456,01-3207603,978662280-4,24822.2749,2007-07-30 09:17:19
7457,03-4522553,431050521-X,181166.6716,2010-09-07 10:33:11
7458,85-2609676,196139298-4,173918.9172,2002-09-16 19:31:47
7459,61-1726132,028345325-7,43280.4673,2005-01-11 10:40:06
7460,71-3681717,431050521-X,159426.8151,2008-06-10 23:07:34
7461,45-1367280,922310899-3,13789.8376,2008-06-03 18:44:39
7462,36-1697173,271321417-3,24917.3005,2004-07-06 17:43:58
7463,62-2124841,365391246-6,16781.046,2012-08-12 20:56:07
7464,68-5739969,284253286-4,69909.6724,2004-11-12 04:44:31
7465,66-9418058,547026068-2,65052.2113,2002-12-09 22:40:02
7466,86-3305410,033982246-5,19157.5235,2001-11-08 15:30:52
7467,01-8225418,931984212-4,48009.5689,2011-11-10 15:45:19
7468,55-6243535,871720056-3,106915.857,2006-09-27 16:12:14
7469,83-6533863,972873892-7,192146.8415,2010-10-06 18:19:23
